epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,48.7096,0.47031,0.79203,0.9208,0.86983,0.625,0.76047,0.69492,0.46734,1.41392,0.92249,0.000160461,0.000160461,0.000160461
83,49.2293,0.41011,0.81962,0.92557,0.86983,0.625,0.76047,0.69492,0.46734,1.41392,0.92249,0.000154324,0.000154324,0.000154324
84,49.7861,0.44163,0.83498,0.89472,0.86089,0.625,0.76047,0.69809,0.46626,1.36979,0.922,0.000147989,0.000147989,0.000147989
85,50.287,0.40877,0.73301,0.88329,0.86089,0.625,0.76047,0.69809,0.46626,1.36979,0.922,0.000141456,0.000141456,0.000141456
86,50.8515,0.4736,0.84819,0.92689,0.86089,0.625,0.76047,0.69809,0.46626,1.36979,0.922,0.000134725,0.000134725,0.000134725
87,51.658,0.50463,0.82072,0.93239,0.86089,0.625,0.76047,0.69809,0.46626,1.36979,0.922,0.000127796,0.000127796,0.000127796
88,52.2953,0.45518,0.78457,0.92477,0.64201,0.70833,0.77897,0.71046,0.46339,1.30258,0.91634,0.000120669,0.000120669,0.000120669
89,52.8902,0.40088,0.75898,0.87629,0.64201,0.70833,0.77897,0.71046,0.46339,1.30258,0.91634,0.000113344,0.000113344,0.000113344
90,53.4668,0.42404,0.8307,0.89151,0.64201,0.70833,0.77897,0.71046,0.46339,1.30258,0.91634,0.000105821,0.000105821,0.000105821
91,54.4184,0.37553,0.8705,0.86295,0.64201,0.70833,0.77897,0.71046,0.46339,1.30258,0.91634,9.81e-05,9.81e-05,9.81e-05
92,55.1217,0.35979,0.79571,0.86164,0.83808,0.70833,0.78369,0.71842,0.45928,1.22367,0.90261,9.0181e-05,9.0181e-05,9.0181e-05
93,55.8261,0.38229,0.81614,0.86156,0.83808,0.70833,0.78369,0.71842,0.45928,1.22367,0.90261,8.2064e-05,8.2064e-05,8.2064e-05
94,56.3643,0.32302,0.71825,0.83359,0.83808,0.70833,0.78369,0.71842,0.45928,1.22367,0.90261,7.3749e-05,7.3749e-05,7.3749e-05
95,56.999,0.3662,0.75381,0.84476,0.83808,0.70833,0.78369,0.71842,0.45928,1.22367,0.90261,6.5236e-05,6.5236e-05,6.5236e-05
96,57.502,0.34895,0.79727,0.82307,0.86735,0.70833,0.78667,0.71282,0.45749,1.14949,0.89046,5.6525e-05,5.6525e-05,5.6525e-05
97,58.1229,0.34849,0.80675,0.87751,0.86735,0.70833,0.78667,0.71282,0.45749,1.14949,0.89046,4.7616e-05,4.7616e-05,4.7616e-05
98,58.689,0.36811,0.80503,0.87738,0.86735,0.70833,0.78667,0.71282,0.45749,1.14949,0.89046,3.8509e-05,3.8509e-05,3.8509e-05
99,59.2696,0.39551,0.80798,0.89185,0.86735,0.70833,0.78667,0.71282,0.45749,1.14949,0.89046,2.9204e-05,2.9204e-05,2.9204e-05
100,60.0349,0.3428,0.77719,0.84062,0.88887,0.70833,0.78667,0.71278,0.45292,1.08135,0.88203,1.9701e-05,1.9701e-05,1.9701e-05
