epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,23.8856,0.59631,1.23094,0.96517,0.05363,0.79167,0.61342,0.47685,0.72063,2.91534,0.96861,0.000336117,0.000336117,0.000336117
39,24.4912,0.63981,1.47657,1.00917,1,0.16426,0.57436,0.43678,0.74162,2.85171,1.01389,0.000344261,0.000344261,0.000344261
40,24.9759,0.4828,1.28273,0.95547,1,0.16426,0.57436,0.43678,0.74162,2.85171,1.01389,0.000352355,0.000352355,0.000352355
41,25.5362,0.56809,1.25179,0.96374,1,0.11538,0.60003,0.46329,0.69299,2.75162,0.99673,0.0003604,0.0003604,0.0003604
42,26.0317,0.55353,1.20695,0.92925,1,0.11538,0.60003,0.46329,0.69299,2.75162,0.99673,0.000368395,0.000368395,0.000368395
43,26.657,0.57396,1.20971,0.9599,1,0.12866,0.59444,0.4724,0.69173,2.68233,0.98799,0.000376341,0.000376341,0.000376341
44,27.223,0.56042,1.09227,0.93785,1,0.12866,0.59444,0.4724,0.69173,2.68233,0.98799,0.000384237,0.000384237,0.000384237
45,27.7822,0.55774,1.08456,0.97624,0.9791,0.16244,0.61013,0.50699,0.66392,2.57527,0.96918,0.000392084,0.000392084,0.000392084
46,28.3129,0.52276,1.04807,0.95835,0.9791,0.16244,0.61013,0.50699,0.66392,2.57527,0.96918,0.000399881,0.000399881,0.000399881
47,28.911,0.66109,1.21121,0.99766,0.98366,0.13333,0.66955,0.55412,0.67525,2.53898,0.96204,0.000407629,0.000407629,0.000407629
48,29.4174,0.58795,1.07586,0.95555,0.98366,0.13333,0.66955,0.55412,0.67525,2.53898,0.96204,0.000415327,0.000415327,0.000415327
49,29.9392,0.5779,1.10036,0.95988,0.96056,0.26219,0.66861,0.56142,0.66626,2.44396,0.94688,0.000422976,0.000422976,0.000422976
50,30.5073,0.51412,1.02277,0.92085,0.96056,0.26219,0.66861,0.56142,0.66626,2.44396,0.94688,0.000430575,0.000430575,0.000430575
51,31.0682,0.57296,0.97792,0.96129,0.83499,0.34927,0.64442,0.56352,0.59834,2.27124,0.91549,0.000438125,0.000438125,0.000438125
52,31.6078,0.51394,1.03905,0.9189,0.83499,0.34927,0.64442,0.56352,0.59834,2.27124,0.91549,0.000445625,0.000445625,0.000445625
53,32.1216,0.51972,0.90695,0.92127,0.83499,0.34927,0.64442,0.56352,0.59834,2.27124,0.91549,0.000453076,0.000453076,0.000453076
54,32.7065,0.52567,0.92117,0.92236,0.90626,0.41275,0.73606,0.65052,0.52057,1.99036,0.90352,0.000460477,0.000460477,0.000460477
55,33.2087,0.52649,0.96457,0.92881,0.90626,0.41275,0.73606,0.65052,0.52057,1.99036,0.90352,0.000467829,0.000467829,0.000467829
56,33.6918,0.52896,0.93969,0.93012,0.90626,0.41275,0.73606,0.65052,0.52057,1.99036,0.90352,0.000475131,0.000475131,0.000475131
57,34.2451,0.54036,0.93333,0.94242,0.92076,0.49676,0.7642,0.67245,0.50368,1.78398,0.91492,0.000482384,0.000482384,0.000482384
58,34.7227,0.55399,1.01731,0.96781,0.92076,0.49676,0.7642,0.67245,0.50368,1.78398,0.91492,0.000489587,0.000489587,0.000489587
59,35.1771,0.50384,0.92071,0.88149,0.92076,0.49676,0.7642,0.67245,0.50368,1.78398,0.91492,0.000496741,0.000496741,0.000496741
60,35.761,0.51175,0.87634,0.94216,0.88602,0.52104,0.77511,0.66997,0.50347,1.76225,0.91341,0.000503845,0.000503845,0.000503845
61,36.3813,0.46413,0.84151,0.94291,0.88602,0.52104,0.77511,0.66997,0.50347,1.76225,0.91341,0.0005109,0.0005109,0.0005109
62,36.84,0.50649,0.96547,0.95815,0.88602,0.52104,0.77511,0.66997,0.50347,1.76225,0.91341,0.000517905,0.000517905,0.000517905
63,37.4061,0.52675,0.89628,0.90397,0.90898,0.543,0.78031,0.70971,0.49424,1.712,0.88754,0.000524861,0.000524861,0.000524861
64,38.0053,0.56439,0.95265,1.03223,0.90898,0.543,0.78031,0.70971,0.49424,1.712,0.88754,0.000531767,0.000531767,0.000531767
65,38.6221,0.47867,0.84171,0.91671,0.90898,0.543,0.78031,0.70971,0.49424,1.712,0.88754,0.000538624,0.000538624,0.000538624
66,39.3234,0.49428,0.90413,0.91374,0.88738,0.52434,0.75217,0.66623,0.48091,1.78663,0.87398,0.000545431,0.000545431,0.000545431
67,39.8007,0.48089,0.80433,0.88169,0.88738,0.52434,0.75217,0.66623,0.48091,1.78663,0.87398,0.000552189,0.000552189,0.000552189
68,40.2568,0.51106,0.87435,0.90734,0.88738,0.52434,0.75217,0.66623,0.48091,1.78663,0.87398,0.000558897,0.000558897,0.000558897
69,40.9176,0.53434,0.90424,0.91792,0.88508,0.55833,0.765,0.66354,0.51999,1.74487,0.89741,0.000565556,0.000565556,0.000565556
70,41.3529,0.5835,0.91641,0.99125,0.88508,0.55833,0.765,0.66354,0.51999,1.74487,0.89741,0.000572165,0.000572165,0.000572165
71,41.8768,0.48561,0.80141,0.92335,0.88508,0.55833,0.765,0.66354,0.51999,1.74487,0.89741,0.000578725,0.000578725,0.000578725
72,42.4845,0.51836,0.82444,0.92613,0.87444,0.55833,0.73434,0.64442,0.53475,1.6751,0.92614,0.000585235,0.000585235,0.000585235
73,43.0324,0.44795,0.77471,0.87976,0.87444,0.55833,0.73434,0.64442,0.53475,1.6751,0.92614,0.000591696,0.000591696,0.000591696
74,43.4988,0.51584,1.0294,0.97554,0.87444,0.55833,0.73434,0.64442,0.53475,1.6751,0.92614,0.000598107,0.000598107,0.000598107
75,44.0456,0.50803,0.79294,0.92709,0.84933,0.5646,0.76178,0.67386,0.52931,1.59355,0.9383,0.000604469,0.000604469,0.000604469
76,44.5,0.46438,0.77927,0.91543,0.84933,0.5646,0.76178,0.67386,0.52931,1.59355,0.9383,0.000610781,0.000610781,0.000610781
77,45.0003,0.50403,0.78185,0.92019,0.84933,0.5646,0.76178,0.67386,0.52931,1.59355,0.9383,0.000617044,0.000617044,0.000617044
78,45.5341,0.47313,0.80342,0.90913,0.83577,0.56568,0.79002,0.70197,0.54732,1.5606,0.93764,0.000623257,0.000623257,0.000623257
79,46.0466,0.49861,0.77091,0.90389,0.83577,0.56568,0.79002,0.70197,0.54732,1.5606,0.93764,0.000629421,0.000629421,0.000629421
80,46.6334,0.47473,0.79221,0.89206,0.83577,0.56568,0.79002,0.70197,0.54732,1.5606,0.93764,0.000635535,0.000635535,0.000635535
81,47.2776,0.4729,0.76659,0.89916,0.81945,0.68951,0.79847,0.69527,0.58521,1.58249,0.92868,0.0006416,0.0006416,0.0006416
82,48.0122,0.48197,0.77776,0.92013,0.81945,0.68951,0.79847,0.69527,0.58521,1.58249,0.92868,0.000647615,0.000647615,0.000647615
83,48.5054,0.43532,0.78441,0.91059,0.81945,0.68951,0.79847,0.69527,0.58521,1.58249,0.92868,0.000653581,0.000653581,0.000653581
84,49.1966,0.51568,0.82184,0.9099,0.82875,0.76931,0.81976,0.68924,0.61976,1.61625,0.9258,0.000659497,0.000659497,0.000659497
85,49.6727,0.44182,0.71084,0.88773,0.82875,0.76931,0.81976,0.68924,0.61976,1.61625,0.9258,0.000665364,0.000665364,0.000665364
86,50.3032,0.50769,0.78491,0.92587,0.82875,0.76931,0.81976,0.68924,0.61976,1.61625,0.9258,0.000671181,0.000671181,0.000671181
87,50.8595,0.53466,0.81971,0.91758,0.82875,0.76931,0.81976,0.68924,0.61976,1.61625,0.9258,0.000676949,0.000676949,0.000676949
88,51.4468,0.48191,0.74746,0.91954,0.81158,0.73925,0.86951,0.73265,0.64887,1.40359,0.93249,0.000682667,0.000682667,0.000682667
89,52.0517,0.41522,0.67313,0.86458,0.81158,0.73925,0.86951,0.73265,0.64887,1.40359,0.93249,0.000688336,0.000688336,0.000688336
90,52.7577,0.47814,0.7984,0.90186,0.81158,0.73925,0.86951,0.73265,0.64887,1.40359,0.93249,0.000693955,0.000693955,0.000693955
91,53.2472,0.45273,0.76962,0.91838,0.81158,0.73925,0.86951,0.73265,0.64887,1.40359,0.93249,0.000699525,0.000699525,0.000699525
92,53.7807,0.44791,0.7246,0.91528,0.82054,0.80585,0.94889,0.81116,0.57022,1.2509,0.88867,0.000705045,0.000705045,0.000705045
93,54.3492,0.44783,0.7027,0.8645,0.82054,0.80585,0.94889,0.81116,0.57022,1.2509,0.88867,0.000710516,0.000710516,0.000710516
94,54.851,0.44578,0.69187,0.87921,0.82054,0.80585,0.94889,0.81116,0.57022,1.2509,0.88867,0.000715937,0.000715937,0.000715937
95,55.4159,0.51559,0.80758,0.94698,0.82054,0.80585,0.94889,0.81116,0.57022,1.2509,0.88867,0.000721309,0.000721309,0.000721309
96,55.9346,0.40843,0.66944,0.86103,0.81922,0.79176,0.95354,0.85539,0.52228,1.14476,0.86754,0.000726631,0.000726631,0.000726631
97,56.453,0.42663,0.66504,0.88425,0.81922,0.79176,0.95354,0.85539,0.52228,1.14476,0.86754,0.000731904,0.000731904,0.000731904
98,56.9297,0.47063,0.75668,0.92491,0.81922,0.79176,0.95354,0.85539,0.52228,1.14476,0.86754,0.000737127,0.000737127,0.000737127
99,57.4811,0.47773,0.70416,0.89569,0.81922,0.79176,0.95354,0.85539,0.52228,1.14476,0.86754,0.000742301,0.000742301,0.000742301
100,57.9744,0.45855,0.80573,0.94309,0.82093,0.79158,0.95354,0.84106,0.50419,1.12984,0.8617,0.000747425,0.000747425,0.000747425
101,58.4856,0.46539,0.67974,0.88677,0.82093,0.79158,0.95354,0.84106,0.50419,1.12984,0.8617,0.0007525,0.0007525,0.0007525
102,58.9867,0.42623,0.69028,0.88519,0.82093,0.79158,0.95354,0.84106,0.50419,1.12984,0.8617,0.000750025,0.000750025,0.000750025
103,59.5868,0.50701,0.75232,0.94076,0.82093,0.79158,0.95354,0.84106,0.50419,1.12984,0.8617,0.00074755,0.00074755,0.00074755
104,60.0823,0.43366,0.68351,0.89096,0.7685,0.8,0.95486,0.84654,0.52692,1.06543,0.8954,0.000745075,0.000745075,0.000745075
105,60.5304,0.46004,0.7072,0.90815,0.7685,0.8,0.95486,0.84654,0.52692,1.06543,0.8954,0.0007426,0.0007426,0.0007426
106,60.9673,0.42726,0.70067,0.85656,0.7685,0.8,0.95486,0.84654,0.52692,1.06543,0.8954,0.000740125,0.000740125,0.000740125
107,61.4701,0.45264,0.69083,0.89952,0.7685,0.8,0.95486,0.84654,0.52692,1.06543,0.8954,0.00073765,0.00073765,0.00073765
108,62.0319,0.50659,0.78824,0.94894,0.76963,1,0.95486,0.84681,0.51422,0.97568,0.90452,0.000735175,0.000735175,0.000735175
109,62.5314,0.47653,0.7142,0.88946,0.76963,1,0.95486,0.84681,0.51422,0.97568,0.90452,0.0007327,0.0007327,0.0007327
110,63.0409,0.4657,0.68811,0.85834,0.76963,1,0.95486,0.84681,0.51422,0.97568,0.90452,0.000730225,0.000730225,0.000730225
111,63.7098,0.40231,0.69538,0.87225,0.76963,1,0.95486,0.84681,0.51422,0.97568,0.90452,0.00072775,0.00072775,0.00072775
112,64.2264,0.46908,0.72939,0.91148,0.73105,1,0.95353,0.85874,0.51431,0.87791,0.89279,0.000725275,0.000725275,0.000725275
113,64.9233,0.41721,0.67044,0.87226,0.73105,1,0.95353,0.85874,0.51431,0.87791,0.89279,0.0007228,0.0007228,0.0007228
114,65.6446,0.43214,0.64618,0.86584,0.73105,1,0.95353,0.85874,0.51431,0.87791,0.89279,0.000720325,0.000720325,0.000720325
115,66.2519,0.44726,0.68764,0.89852,0.73105,1,0.95353,0.85874,0.51431,0.87791,0.89279,0.00071785,0.00071785,0.00071785
116,66.9462,0.41955,0.6561,0.87846,0.74422,1,0.96458,0.83506,0.50801,0.83231,0.87596,0.000715375,0.000715375,0.000715375
117,67.6615,0.38913,0.69401,0.8904,0.74422,1,0.96458,0.83506,0.50801,0.83231,0.87596,0.0007129,0.0007129,0.0007129
118,68.2776,0.38239,0.61271,0.84939,0.74422,1,0.96458,0.83506,0.50801,0.83231,0.87596,0.000710425,0.000710425,0.000710425
119,68.8314,0.45743,0.74245,0.92704,0.74422,1,0.96458,0.83506,0.50801,0.83231,0.87596,0.00070795,0.00070795,0.00070795
120,69.4826,0.4351,0.60109,0.85285,0.91299,0.80499,0.96042,0.85542,0.45983,0.91541,0.84044,0.000705475,0.000705475,0.000705475
121,70.0477,0.4032,0.61957,0.89414,0.91299,0.80499,0.96042,0.85542,0.45983,0.91541,0.84044,0.000703,0.000703,0.000703
122,70.8034,0.42259,0.6544,0.89149,0.91299,0.80499,0.96042,0.85542,0.45983,0.91541,0.84044,0.000700525,0.000700525,0.000700525
123,71.5193,0.41189,0.62087,0.85001,0.91299,0.80499,0.96042,0.85542,0.45983,0.91541,0.84044,0.00069805,0.00069805,0.00069805
124,72.0405,0.41434,0.5995,0.85736,0.86655,0.80971,0.97417,0.86277,0.44858,0.89072,0.82954,0.000695575,0.000695575,0.000695575
125,72.7017,0.39807,0.60496,0.84605,0.86655,0.80971,0.97417,0.86277,0.44858,0.89072,0.82954,0.0006931,0.0006931,0.0006931
126,73.3137,0.42549,0.60762,0.86192,0.86655,0.80971,0.97417,0.86277,0.44858,0.89072,0.82954,0.000690625,0.000690625,0.000690625
127,73.8146,0.43126,0.61277,0.8675,0.86655,0.80971,0.97417,0.86277,0.44858,0.89072,0.82954,0.00068815,0.00068815,0.00068815
128,74.346,0.43669,0.59386,0.88009,0.74224,1,0.97889,0.84029,0.4811,0.85236,0.85872,0.000685675,0.000685675,0.000685675
129,74.8272,0.43607,0.62471,0.88156,0.74224,1,0.97889,0.84029,0.4811,0.85236,0.85872,0.0006832,0.0006832,0.0006832
130,75.3584,0.39709,0.62658,0.86343,0.74224,1,0.97889,0.84029,0.4811,0.85236,0.85872,0.000680725,0.000680725,0.000680725
131,76.0163,0.43518,0.62171,0.86889,0.74224,1,0.97889,0.84029,0.4811,0.85236,0.85872,0.00067825,0.00067825,0.00067825
132,76.5458,0.43799,0.60583,0.89351,0.70891,1,0.995,0.87864,0.47541,0.81444,0.8583,0.000675775,0.000675775,0.000675775
133,77.067,0.40524,0.5902,0.86858,0.70891,1,0.995,0.87864,0.47541,0.81444,0.8583,0.0006733,0.0006733,0.0006733
134,77.5984,0.35459,0.58714,0.8703,0.70891,1,0.995,0.87864,0.47541,0.81444,0.8583,0.000670825,0.000670825,0.000670825
135,78.0913,0.43982,0.63001,0.89547,0.70891,1,0.995,0.87864,0.47541,0.81444,0.8583,0.00066835,0.00066835,0.00066835
136,78.6181,0.38075,0.57929,0.86636,0.7676,1,0.995,0.90599,0.4382,0.79254,0.83135,0.000665875,0.000665875,0.000665875
137,79.1859,0.43066,0.62738,0.89282,0.7676,1,0.995,0.90599,0.4382,0.79254,0.83135,0.0006634,0.0006634,0.0006634
138,79.6901,0.37075,0.56393,0.89857,0.7676,1,0.995,0.90599,0.4382,0.79254,0.83135,0.000660925,0.000660925,0.000660925
139,80.1842,0.42146,0.69003,0.9065,0.7676,1,0.995,0.90599,0.4382,0.79254,0.83135,0.00065845,0.00065845,0.00065845
140,80.9421,0.39852,0.60798,0.89187,0.82241,0.99732,0.995,0.90601,0.42059,0.73176,0.81144,0.000655975,0.000655975,0.000655975
141,81.6225,0.4333,0.60344,0.87039,0.82241,0.99732,0.995,0.90601,0.42059,0.73176,0.81144,0.0006535,0.0006535,0.0006535
142,82.3198,0.4084,0.58751,0.87855,0.82241,0.99732,0.995,0.90601,0.42059,0.73176,0.81144,0.000651025,0.000651025,0.000651025
143,82.8212,0.34933,0.55167,0.84403,0.82241,0.99732,0.995,0.90601,0.42059,0.73176,0.81144,0.00064855,0.00064855,0.00064855
144,83.3916,0.39669,0.55834,0.91109,0.83194,0.98897,0.995,0.90077,0.46243,0.70689,0.83745,0.000646075,0.000646075,0.000646075
145,84.1014,0.35676,0.54096,0.84635,0.83194,0.98897,0.995,0.90077,0.46243,0.70689,0.83745,0.0006436,0.0006436,0.0006436
146,84.6432,0.45002,0.61824,0.88682,0.83194,0.98897,0.995,0.90077,0.46243,0.70689,0.83745,0.000641125,0.000641125,0.000641125
147,85.3349,0.40401,0.60234,0.89109,0.83194,0.98897,0.995,0.90077,0.46243,0.70689,0.83745,0.00063865,0.00063865,0.00063865
148,86.048,0.35961,0.5649,0.83669,0.83491,0.98821,0.995,0.88369,0.5019,0.70621,0.87214,0.000636175,0.000636175,0.000636175
149,86.5332,0.4192,0.57293,0.88165,0.83491,0.98821,0.995,0.88369,0.5019,0.70621,0.87214,0.0006337,0.0006337,0.0006337
150,87.0525,0.3691,0.54865,0.8609,0.83491,0.98821,0.995,0.88369,0.5019,0.70621,0.87214,0.000631225,0.000631225,0.000631225
151,87.7838,0.3904,0.58682,0.85676,0.83491,0.98821,0.995,0.88369,0.5019,0.70621,0.87214,0.00062875,0.00062875,0.00062875
152,88.3176,0.35446,0.55121,0.85833,0.78623,0.99542,0.995,0.87125,0.4786,0.71288,0.87408,0.000626275,0.000626275,0.000626275
153,88.8808,0.4221,0.57759,0.85511,0.78623,0.99542,0.995,0.87125,0.4786,0.71288,0.87408,0.0006238,0.0006238,0.0006238
154,89.3718,0.37904,0.59002,0.88788,0.78623,0.99542,0.995,0.87125,0.4786,0.71288,0.87408,0.000621325,0.000621325,0.000621325
155,89.892,0.39688,0.56763,0.84461,0.78623,0.99542,0.995,0.87125,0.4786,0.71288,0.87408,0.00061885,0.00061885,0.00061885
156,90.5022,0.3658,0.57038,0.88346,0.95765,0.77818,0.995,0.8665,0.45341,0.71316,0.84576,0.000616375,0.000616375,0.000616375
157,91.1846,0.37226,0.55707,0.82131,0.95765,0.77818,0.995,0.8665,0.45341,0.71316,0.84576,0.0006139,0.0006139,0.0006139
158,91.6177,0.36338,0.56387,0.88083,0.95765,0.77818,0.995,0.8665,0.45341,0.71316,0.84576,0.000611425,0.000611425,0.000611425
159,92.1356,0.36481,0.54052,0.8464,0.95765,0.77818,0.995,0.8665,0.45341,0.71316,0.84576,0.00060895,0.00060895,0.00060895
160,92.678,0.34494,0.53436,0.83179,0.94601,0.78381,0.9831,0.87624,0.43957,0.70022,0.8385,0.000606475,0.000606475,0.000606475
161,93.2603,0.38069,0.54005,0.85858,0.94601,0.78381,0.9831,0.87624,0.43957,0.70022,0.8385,0.000604,0.000604,0.000604
162,93.7911,0.3906,0.55643,0.8433,0.94601,0.78381,0.9831,0.87624,0.43957,0.70022,0.8385,0.000601525,0.000601525,0.000601525
163,94.2795,0.381,0.60822,0.90705,0.94601,0.78381,0.9831,0.87624,0.43957,0.70022,0.8385,0.00059905,0.00059905,0.00059905
164,94.7848,0.36686,0.51168,0.85003,0.92555,0.79933,0.88931,0.80537,0.45155,0.72099,0.85662,0.000596575,0.000596575,0.000596575
165,95.2668,0.41932,0.6019,0.86859,0.92555,0.79933,0.88931,0.80537,0.45155,0.72099,0.85662,0.0005941,0.0005941,0.0005941
166,95.7411,0.43087,0.61208,0.89658,0.92555,0.79933,0.88931,0.80537,0.45155,0.72099,0.85662,0.000591625,0.000591625,0.000591625
167,96.3844,0.33327,0.56274,0.87453,0.92555,0.79933,0.88931,0.80537,0.45155,0.72099,0.85662,0.00058915,0.00058915,0.00058915
168,96.8974,0.40818,0.5737,0.88553,0.92681,0.80268,0.88458,0.77911,0.46449,0.73194,0.85309,0.000586675,0.000586675,0.000586675
169,97.5998,0.3711,0.5558,0.86718,0.92681,0.80268,0.88458,0.77911,0.46449,0.73194,0.85309,0.0005842,0.0005842,0.0005842
170,98.1179,0.40627,0.62277,0.89853,0.92681,0.80268,0.88458,0.77911,0.46449,0.73194,0.85309,0.000581725,0.000581725,0.000581725
171,98.7151,0.37824,0.59005,0.89236,0.92681,0.80268,0.88458,0.77911,0.46449,0.73194,0.85309,0.00057925,0.00057925,0.00057925
172,99.3336,0.35947,0.52768,0.8772,0.93107,0.80076,0.8775,0.78076,0.45786,0.72088,0.82931,0.000576775,0.000576775,0.000576775
173,99.8668,0.36584,0.54212,0.87021,0.93107,0.80076,0.8775,0.78076,0.45786,0.72088,0.82931,0.0005743,0.0005743,0.0005743
174,100.411,0.35664,0.533,0.85997,0.93107,0.80076,0.8775,0.78076,0.45786,0.72088,0.82931,0.000571825,0.000571825,0.000571825
175,100.843,0.43546,0.57867,0.9105,0.93107,0.80076,0.8775,0.78076,0.45786,0.72088,0.82931,0.00056935,0.00056935,0.00056935
176,101.473,0.33951,0.55028,0.84656,0.92487,0.80787,0.8775,0.79024,0.40941,0.70788,0.80185,0.000566875,0.000566875,0.000566875
177,102.005,0.35055,0.5298,0.83838,0.92487,0.80787,0.8775,0.79024,0.40941,0.70788,0.80185,0.0005644,0.0005644,0.0005644
178,102.624,0.40512,0.53778,0.88521,0.92487,0.80787,0.8775,0.79024,0.40941,0.70788,0.80185,0.000561925,0.000561925,0.000561925
179,103.136,0.3438,0.52976,0.83738,0.92487,0.80787,0.8775,0.79024,0.40941,0.70788,0.80185,0.00055945,0.00055945,0.00055945
180,104.023,0.3844,0.54599,0.86217,0.92181,0.80716,0.96042,0.8598,0.36567,0.68236,0.78477,0.000556975,0.000556975,0.000556975
181,104.504,0.35854,0.53845,0.87541,0.92181,0.80716,0.96042,0.8598,0.36567,0.68236,0.78477,0.0005545,0.0005545,0.0005545
182,105.185,0.37265,0.52183,0.88025,0.92181,0.80716,0.96042,0.8598,0.36567,0.68236,0.78477,0.000552025,0.000552025,0.000552025
183,105.658,0.39756,0.57192,0.90822,0.92181,0.80716,0.96042,0.8598,0.36567,0.68236,0.78477,0.00054955,0.00054955,0.00054955
184,106.134,0.34601,0.52597,0.84419,0.89816,0.80073,0.96042,0.85376,0.39378,0.67638,0.79862,0.000547075,0.000547075,0.000547075
185,106.627,0.34975,0.57372,0.88872,0.89816,0.80073,0.96042,0.85376,0.39378,0.67638,0.79862,0.0005446,0.0005446,0.0005446
