epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,27.2598,0.59725,1.45354,0.97216,0.96201,0.15701,0.49978,0.40868,0.76624,2.73733,0.91465,0.000276095,0.000276095,0.000276095
35,27.8109,0.60918,1.30712,0.928,0.96212,0.16827,0.60154,0.48508,0.70058,2.71736,0.89621,0.000282778,0.000282778,0.000282778
36,28.3213,0.59723,1.54108,1.01363,0.96212,0.16827,0.60154,0.48508,0.70058,2.71736,0.89621,0.000289362,0.000289362,0.000289362
37,28.8821,0.63385,1.2838,0.98979,0.96152,0.16001,0.65359,0.52998,0.65312,2.70984,0.90368,0.000295848,0.000295848,0.000295848
38,29.4026,0.59169,1.28448,0.95256,0.96152,0.16001,0.65359,0.52998,0.65312,2.70984,0.90368,0.000302234,0.000302234,0.000302234
39,30.0289,0.65146,1.52812,1.00926,0.9826,0.17245,0.67548,0.56405,0.63659,2.62005,0.91946,0.000308522,0.000308522,0.000308522
40,30.6337,0.46405,1.32742,0.94842,0.9826,0.17245,0.67548,0.56405,0.63659,2.62005,0.91946,0.000314711,0.000314711,0.000314711
41,31.3321,0.56328,1.32674,0.95539,0.98434,0.21144,0.65206,0.5513,0.69172,2.49046,0.9379,0.0003208,0.0003208,0.0003208
42,31.876,0.55086,1.25976,0.93335,0.98434,0.21144,0.65206,0.5513,0.69172,2.49046,0.9379,0.000326791,0.000326791,0.000326791
43,32.3375,0.62108,1.27572,0.97115,0.97662,0.22077,0.68742,0.56597,0.69723,2.33015,0.92349,0.000332682,0.000332682,0.000332682
44,32.9122,0.59401,1.17921,0.95401,0.97662,0.22077,0.68742,0.56597,0.69723,2.33015,0.92349,0.000338475,0.000338475,0.000338475
45,33.4921,0.54314,1.11308,0.97462,0.95501,0.2267,0.71285,0.59313,0.68044,2.15442,0.92373,0.000344168,0.000344168,0.000344168
46,34.2286,0.52947,1.09351,0.9593,0.95501,0.2267,0.71285,0.59313,0.68044,2.15442,0.92373,0.000349763,0.000349763,0.000349763
47,34.9369,0.65221,1.25688,0.99257,0.95566,0.29341,0.72384,0.60469,0.63152,2.10072,0.88717,0.000355258,0.000355258,0.000355258
48,35.455,0.57789,1.11605,0.95335,0.95566,0.29341,0.72384,0.60469,0.63152,2.10072,0.88717,0.000360655,0.000360655,0.000360655
49,36.0981,0.6019,1.17227,0.97743,0.91664,0.33535,0.74917,0.64021,0.59224,2.06573,0.85186,0.000365952,0.000365952,0.000365952
50,36.6575,0.51307,1.03767,0.93341,0.91664,0.33535,0.74917,0.64021,0.59224,2.06573,0.85186,0.000371151,0.000371151,0.000371151
51,37.2162,0.56279,1.01368,0.96731,0.8997,0.3703,0.74654,0.65194,0.56088,1.98053,0.838,0.00037625,0.00037625,0.00037625
52,37.9002,0.50868,1.01422,0.90778,0.8997,0.3703,0.74654,0.65194,0.56088,1.98053,0.838,0.000381251,0.000381251,0.000381251
53,38.4147,0.52812,0.93296,0.92607,0.8997,0.3703,0.74654,0.65194,0.56088,1.98053,0.838,0.000386152,0.000386152,0.000386152
54,39.0483,0.54237,0.95633,0.924,0.91696,0.45766,0.75886,0.67127,0.5418,1.79068,0.85121,0.000390955,0.000390955,0.000390955
55,39.5315,0.51658,0.98197,0.92071,0.91696,0.45766,0.75886,0.67127,0.5418,1.79068,0.85121,0.000395658,0.000395658,0.000395658
56,40.0579,0.53773,0.96758,0.93143,0.91696,0.45766,0.75886,0.67127,0.5418,1.79068,0.85121,0.000400263,0.000400263,0.000400263
57,40.7654,0.5654,0.97185,0.95053,0.90308,0.5196,0.73354,0.66002,0.51853,1.65641,0.87365,0.000404768,0.000404768,0.000404768
58,41.2662,0.57531,1.03936,0.97466,0.90308,0.5196,0.73354,0.66002,0.51853,1.65641,0.87365,0.000409175,0.000409175,0.000409175
59,41.7474,0.5237,0.91296,0.88831,0.90308,0.5196,0.73354,0.66002,0.51853,1.65641,0.87365,0.000413482,0.000413482,0.000413482
60,42.2845,0.54071,0.92391,0.96625,0.85508,0.52374,0.67898,0.62492,0.49509,1.64908,0.87014,0.000417691,0.000417691,0.000417691
61,42.7311,0.45316,0.84589,0.93145,0.85508,0.52374,0.67898,0.62492,0.49509,1.64908,0.87014,0.0004218,0.0004218,0.0004218
62,43.305,0.47131,0.93629,0.93872,0.85508,0.52374,0.67898,0.62492,0.49509,1.64908,0.87014,0.000425811,0.000425811,0.000425811
63,43.9407,0.50989,0.89857,0.89292,0.85161,0.52425,0.69501,0.63074,0.47425,1.65346,0.86485,0.000429722,0.000429722,0.000429722
64,44.3691,0.6473,1.00036,1.07949,0.85161,0.52425,0.69501,0.63074,0.47425,1.65346,0.86485,0.000433535,0.000433535,0.000433535
65,44.858,0.4563,0.83996,0.90652,0.85161,0.52425,0.69501,0.63074,0.47425,1.65346,0.86485,0.000437248,0.000437248,0.000437248
66,45.342,0.50987,0.89172,0.92531,0.88481,0.45833,0.70404,0.64302,0.4824,1.66399,0.87305,0.000440863,0.000440863,0.000440863
67,45.9225,0.48861,0.81094,0.88156,0.88481,0.45833,0.70404,0.64302,0.4824,1.66399,0.87305,0.000444378,0.000444378,0.000444378
68,46.429,0.49056,0.85732,0.89382,0.88481,0.45833,0.70404,0.64302,0.4824,1.66399,0.87305,0.000447795,0.000447795,0.000447795
69,46.9846,0.52781,0.89451,0.92194,0.87991,0.50513,0.71605,0.64332,0.51332,1.67159,0.88412,0.000451112,0.000451112,0.000451112
70,47.4508,0.56114,0.90862,0.99273,0.87991,0.50513,0.71605,0.64332,0.51332,1.67159,0.88412,0.000454331,0.000454331,0.000454331
71,47.9561,0.43914,0.76425,0.89781,0.87991,0.50513,0.71605,0.64332,0.51332,1.67159,0.88412,0.00045745,0.00045745,0.00045745
72,48.4068,0.51057,0.81499,0.92621,0.70399,0.52349,0.74486,0.66951,0.52064,1.63235,0.89179,0.000460471,0.000460471,0.000460471
73,48.9195,0.4351,0.76293,0.88025,0.70399,0.52349,0.74486,0.66951,0.52064,1.63235,0.89179,0.000463392,0.000463392,0.000463392
74,49.5483,0.51368,1.02134,0.97459,0.70399,0.52349,0.74486,0.66951,0.52064,1.63235,0.89179,0.000466215,0.000466215,0.000466215
75,50.2138,0.47874,0.77533,0.91402,0.69391,0.62441,0.74686,0.65946,0.52476,1.6229,0.90114,0.000468938,0.000468938,0.000468938
76,50.7829,0.42318,0.802,0.90385,0.69391,0.62441,0.74686,0.65946,0.52476,1.6229,0.90114,0.000471563,0.000471563,0.000471563
77,51.4305,0.513,0.78454,0.91658,0.69391,0.62441,0.74686,0.65946,0.52476,1.6229,0.90114,0.000474088,0.000474088,0.000474088
78,51.953,0.44402,0.79579,0.89596,0.85373,0.625,0.74535,0.67213,0.51391,1.62681,0.90481,0.000476514,0.000476514,0.000476514
79,52.6578,0.44764,0.74543,0.88324,0.85373,0.625,0.74535,0.67213,0.51391,1.62681,0.90481,0.000478842,0.000478842,0.000478842
80,53.2013,0.44956,0.75329,0.87935,0.85373,0.625,0.74535,0.67213,0.51391,1.62681,0.90481,0.000481071,0.000481071,0.000481071
81,53.7067,0.44382,0.74602,0.88803,0.82561,0.70833,0.74228,0.65422,0.51517,1.55385,0.90295,0.0004832,0.0004832,0.0004832
82,54.2088,0.47303,0.76542,0.91902,0.82561,0.70833,0.74228,0.65422,0.51517,1.55385,0.90295,0.00048523,0.00048523,0.00048523
83,54.6959,0.42078,0.78695,0.90902,0.82561,0.70833,0.74228,0.65422,0.51517,1.55385,0.90295,0.000487162,0.000487162,0.000487162
84,55.3776,0.48867,0.80532,0.90173,0.81637,0.78061,0.78532,0.6856,0.4959,1.43672,0.88133,0.000488994,0.000488994,0.000488994
85,55.8293,0.39282,0.67322,0.877,0.81637,0.78061,0.78532,0.6856,0.4959,1.43672,0.88133,0.000490728,0.000490728,0.000490728
86,56.676,0.46219,0.79229,0.92373,0.81637,0.78061,0.78532,0.6856,0.4959,1.43672,0.88133,0.000492362,0.000492362,0.000492362
87,57.1833,0.51838,0.79965,0.91893,0.81637,0.78061,0.78532,0.6856,0.4959,1.43672,0.88133,0.000493898,0.000493898,0.000493898
88,57.6654,0.44794,0.71733,0.90752,0.85155,0.76683,0.78736,0.70465,0.46986,1.30508,0.85979,0.000495334,0.000495334,0.000495334
89,58.5534,0.3884,0.66788,0.86604,0.85155,0.76683,0.78736,0.70465,0.46986,1.30508,0.85979,0.000496672,0.000496672,0.000496672
90,59.0112,0.47564,0.7811,0.90589,0.85155,0.76683,0.78736,0.70465,0.46986,1.30508,0.85979,0.00049791,0.00049791,0.00049791
91,59.5336,0.42022,0.74684,0.91836,0.85155,0.76683,0.78736,0.70465,0.46986,1.30508,0.85979,0.00049905,0.00049905,0.00049905
92,60.1113,0.41447,0.71103,0.91422,0.85394,0.75805,0.80699,0.71361,0.45016,1.23182,0.83472,0.00050009,0.00050009,0.00050009
93,60.5552,0.41373,0.68835,0.86132,0.85394,0.75805,0.80699,0.71361,0.45016,1.23182,0.83472,0.000501032,0.000501032,0.000501032
94,61.0723,0.41001,0.69146,0.86907,0.85394,0.75805,0.80699,0.71361,0.45016,1.23182,0.83472,0.000501874,0.000501874,0.000501874
95,61.7262,0.52076,0.79148,0.96237,0.85394,0.75805,0.80699,0.71361,0.45016,1.23182,0.83472,0.000502618,0.000502618,0.000502618
96,62.3182,0.39092,0.67791,0.86427,0.85034,0.73436,0.85674,0.7687,0.44792,1.1947,0.82843,0.000503263,0.000503263,0.000503263
97,62.8623,0.41385,0.67365,0.87852,0.85034,0.73436,0.85674,0.7687,0.44792,1.1947,0.82843,0.000503808,0.000503808,0.000503808
98,63.3197,0.44265,0.75053,0.91251,0.85034,0.73436,0.85674,0.7687,0.44792,1.1947,0.82843,0.000504255,0.000504255,0.000504255
99,63.8841,0.45905,0.69797,0.88361,0.85034,0.73436,0.85674,0.7687,0.44792,1.1947,0.82843,0.000504602,0.000504602,0.000504602
100,64.3812,0.42829,0.76187,0.9319,0.86286,0.71973,0.85674,0.77105,0.47202,1.12693,0.84349,0.000504851,0.000504851,0.000504851
101,65.1867,0.446,0.68772,0.88473,0.86286,0.71973,0.85674,0.77105,0.47202,1.12693,0.84349,0.000505,0.000505,0.000505
102,65.7963,0.38524,0.66997,0.8726,0.86286,0.71973,0.85674,0.77105,0.47202,1.12693,0.84349,0.00050005,0.00050005,0.00050005
103,66.5097,0.45046,0.74405,0.91739,0.86286,0.71973,0.85674,0.77105,0.47202,1.12693,0.84349,0.0004951,0.0004951,0.0004951
104,67.1849,0.42614,0.70514,0.88466,0.85957,0.71596,0.85674,0.76213,0.47991,1.07247,0.85679,0.00049015,0.00049015,0.00049015
105,67.8143,0.4517,0.69275,0.91375,0.85957,0.71596,0.85674,0.76213,0.47991,1.07247,0.85679,0.0004852,0.0004852,0.0004852
106,68.5046,0.40242,0.67526,0.8544,0.85957,0.71596,0.85674,0.76213,0.47991,1.07247,0.85679,0.00048025,0.00048025,0.00048025
107,69.1161,0.43506,0.6772,0.9119,0.85957,0.71596,0.85674,0.76213,0.47991,1.07247,0.85679,0.0004753,0.0004753,0.0004753
108,69.7979,0.48953,0.77815,0.93881,0.82907,0.80792,0.87062,0.77809,0.43304,0.99244,0.84163,0.00047035,0.00047035,0.00047035
109,70.4942,0.448,0.68748,0.89486,0.82907,0.80792,0.87062,0.77809,0.43304,0.99244,0.84163,0.0004654,0.0004654,0.0004654
110,70.9942,0.42688,0.64512,0.85138,0.82907,0.80792,0.87062,0.77809,0.43304,0.99244,0.84163,0.00046045,0.00046045,0.00046045
111,71.6991,0.37085,0.66042,0.86094,0.82907,0.80792,0.87062,0.77809,0.43304,0.99244,0.84163,0.0004555,0.0004555,0.0004555
112,72.5404,0.45723,0.72102,0.9052,0.80824,0.83188,0.97131,0.86971,0.41378,0.91381,0.83786,0.00045055,0.00045055,0.00045055
113,73.3957,0.38078,0.64157,0.86804,0.80824,0.83188,0.97131,0.86971,0.41378,0.91381,0.83786,0.0004456,0.0004456,0.0004456
114,74.0703,0.4212,0.65364,0.8691,0.80824,0.83188,0.97131,0.86971,0.41378,0.91381,0.83786,0.00044065,0.00044065,0.00044065
115,74.7315,0.42713,0.68103,0.90362,0.80824,0.83188,0.97131,0.86971,0.41378,0.91381,0.83786,0.0004357,0.0004357,0.0004357
116,75.448,0.38369,0.63507,0.86429,0.92433,0.73667,0.97131,0.8436,0.43737,0.89661,0.85088,0.00043075,0.00043075,0.00043075
117,76.0372,0.3661,0.69399,0.88412,0.92433,0.73667,0.97131,0.8436,0.43737,0.89661,0.85088,0.0004258,0.0004258,0.0004258
118,76.6048,0.35877,0.64096,0.84886,0.92433,0.73667,0.97131,0.8436,0.43737,0.89661,0.85088,0.00042085,0.00042085,0.00042085
119,77.2122,0.45002,0.74428,0.93769,0.92433,0.73667,0.97131,0.8436,0.43737,0.89661,0.85088,0.0004159,0.0004159,0.0004159
120,77.6888,0.3981,0.60845,0.84339,0.92063,0.76437,0.88839,0.7834,0.43465,0.89923,0.84245,0.00041095,0.00041095,0.00041095
121,78.1232,0.40398,0.61498,0.89356,0.92063,0.76437,0.88839,0.7834,0.43465,0.89923,0.84245,0.000406,0.000406,0.000406
122,78.7233,0.41007,0.65984,0.90012,0.92063,0.76437,0.88839,0.7834,0.43465,0.89923,0.84245,0.00040105,0.00040105,0.00040105
123,79.1731,0.38914,0.64673,0.84726,0.92063,0.76437,0.88839,0.7834,0.43465,0.89923,0.84245,0.0003961,0.0003961,0.0003961
124,79.6966,0.36758,0.5965,0.85339,0.90806,0.77987,0.88839,0.80812,0.42745,0.91987,0.83059,0.00039115,0.00039115,0.00039115
125,80.2167,0.37194,0.60266,0.84956,0.90806,0.77987,0.88839,0.80812,0.42745,0.91987,0.83059,0.0003862,0.0003862,0.0003862
126,80.7668,0.39801,0.60459,0.86301,0.90806,0.77987,0.88839,0.80812,0.42745,0.91987,0.83059,0.00038125,0.00038125,0.00038125
127,81.385,0.38607,0.61848,0.86168,0.90806,0.77987,0.88839,0.80812,0.42745,0.91987,0.83059,0.0003763,0.0003763,0.0003763
128,82.0751,0.38533,0.5772,0.87451,0.91907,0.76241,0.87617,0.78794,0.45648,0.89654,0.84173,0.00037135,0.00037135,0.00037135
129,82.6332,0.40668,0.63296,0.86845,0.91907,0.76241,0.87617,0.78794,0.45648,0.89654,0.84173,0.0003664,0.0003664,0.0003664
130,83.2417,0.37341,0.58271,0.86237,0.91907,0.76241,0.87617,0.78794,0.45648,0.89654,0.84173,0.00036145,0.00036145,0.00036145
131,83.8921,0.42757,0.6618,0.88373,0.91907,0.76241,0.87617,0.78794,0.45648,0.89654,0.84173,0.0003565,0.0003565,0.0003565
132,84.4349,0.38632,0.63542,0.88073,0.92201,0.76419,0.96514,0.84844,0.46895,0.89021,0.85153,0.00035155,0.00035155,0.00035155
133,84.939,0.39373,0.60189,0.87049,0.92201,0.76419,0.96514,0.84844,0.46895,0.89021,0.85153,0.0003466,0.0003466,0.0003466
134,85.3794,0.35078,0.58116,0.86966,0.92201,0.76419,0.96514,0.84844,0.46895,0.89021,0.85153,0.00034165,0.00034165,0.00034165
135,85.8918,0.40801,0.6411,0.87207,0.92201,0.76419,0.96514,0.84844,0.46895,0.89021,0.85153,0.0003367,0.0003367,0.0003367
136,86.6506,0.40459,0.59589,0.87549,0.89787,0.76249,0.96968,0.86173,0.4776,0.83747,0.85283,0.00033175,0.00033175,0.00033175
137,87.1467,0.41444,0.63176,0.89223,0.89787,0.76249,0.96968,0.86173,0.4776,0.83747,0.85283,0.0003268,0.0003268,0.0003268
138,87.7388,0.34075,0.56561,0.88929,0.89787,0.76249,0.96968,0.86173,0.4776,0.83747,0.85283,0.00032185,0.00032185,0.00032185
139,88.3041,0.41735,0.69054,0.91878,0.89787,0.76249,0.96968,0.86173,0.4776,0.83747,0.85283,0.0003169,0.0003169,0.0003169
140,89.0072,0.42161,0.60238,0.90243,0.75023,1,0.96817,0.86246,0.45967,0.79804,0.83666,0.00031195,0.00031195,0.00031195
141,89.617,0.391,0.57548,0.86185,0.75023,1,0.96817,0.86246,0.45967,0.79804,0.83666,0.000307,0.000307,0.000307
142,90.1195,0.41754,0.62869,0.88807,0.75023,1,0.96817,0.86246,0.45967,0.79804,0.83666,0.00030205,0.00030205,0.00030205
143,90.7323,0.34629,0.57064,0.85294,0.75023,1,0.96817,0.86246,0.45967,0.79804,0.83666,0.0002971,0.0002971,0.0002971
144,91.4429,0.39317,0.57407,0.90634,0.70445,0.9997,0.98714,0.88626,0.43676,0.78406,0.82731,0.00029215,0.00029215,0.00029215
145,92.111,0.33628,0.53495,0.84314,0.70445,0.9997,0.98714,0.88626,0.43676,0.78406,0.82731,0.0002872,0.0002872,0.0002872
146,92.845,0.44756,0.62739,0.89749,0.70445,0.9997,0.98714,0.88626,0.43676,0.78406,0.82731,0.00028225,0.00028225,0.00028225
147,93.298,0.40149,0.59584,0.89729,0.70445,0.9997,0.98714,0.88626,0.43676,0.78406,0.82731,0.0002773,0.0002773,0.0002773
148,94.1892,0.32949,0.54605,0.82216,0.73356,0.99402,0.99119,0.8897,0.42428,0.76903,0.8222,0.00027235,0.00027235,0.00027235
149,94.6456,0.379,0.55673,0.86483,0.73356,0.99402,0.99119,0.8897,0.42428,0.76903,0.8222,0.0002674,0.0002674,0.0002674
150,95.25,0.34578,0.53018,0.85137,0.73356,0.99402,0.99119,0.8897,0.42428,0.76903,0.8222,0.00026245,0.00026245,0.00026245
151,95.7704,0.36037,0.57749,0.85653,0.73356,0.99402,0.99119,0.8897,0.42428,0.76903,0.8222,0.0002575,0.0002575,0.0002575
152,96.4785,0.33749,0.55646,0.84951,0.76578,0.98996,0.99119,0.89598,0.42053,0.73698,0.8222,0.00025255,0.00025255,0.00025255
153,97.157,0.38349,0.59327,0.85471,0.76578,0.98996,0.99119,0.89598,0.42053,0.73698,0.8222,0.0002476,0.0002476,0.0002476
154,97.9113,0.3483,0.58344,0.89167,0.76578,0.98996,0.99119,0.89598,0.42053,0.73698,0.8222,0.00024265,0.00024265,0.00024265
155,98.4473,0.39762,0.57553,0.85397,0.76578,0.98996,0.99119,0.89598,0.42053,0.73698,0.8222,0.0002377,0.0002377,0.0002377
156,99.2474,0.34523,0.5453,0.88046,0.78523,0.9877,0.99119,0.9013,0.42285,0.70133,0.82577,0.00023275,0.00023275,0.00023275
157,99.8192,0.34049,0.56338,0.81586,0.78523,0.9877,0.99119,0.9013,0.42285,0.70133,0.82577,0.0002278,0.0002278,0.0002278
158,100.262,0.32773,0.56892,0.87537,0.78523,0.9877,0.99119,0.9013,0.42285,0.70133,0.82577,0.00022285,0.00022285,0.00022285
159,100.804,0.33824,0.54124,0.85332,0.78523,0.9877,0.99119,0.9013,0.42285,0.70133,0.82577,0.0002179,0.0002179,0.0002179
160,101.417,0.33356,0.54805,0.83158,0.79736,0.98735,0.995,0.90873,0.4118,0.68372,0.82688,0.00021295,0.00021295,0.00021295
161,101.91,0.38025,0.56321,0.86844,0.79736,0.98735,0.995,0.90873,0.4118,0.68372,0.82688,0.000208,0.000208,0.000208
162,102.38,0.3489,0.55402,0.83151,0.79736,0.98735,0.995,0.90873,0.4118,0.68372,0.82688,0.00020305,0.00020305,0.00020305
163,102.898,0.37012,0.64903,0.90961,0.79736,0.98735,0.995,0.90873,0.4118,0.68372,0.82688,0.0001981,0.0001981,0.0001981
164,103.522,0.34058,0.51188,0.85421,0.79948,0.98854,0.995,0.90016,0.41278,0.67144,0.82467,0.00019315,0.00019315,0.00019315
165,103.959,0.39813,0.56898,0.86209,0.79948,0.98854,0.995,0.90016,0.41278,0.67144,0.82467,0.0001882,0.0001882,0.0001882
166,104.652,0.37036,0.59541,0.8813,0.79948,0.98854,0.995,0.90016,0.41278,0.67144,0.82467,0.00018325,0.00018325,0.00018325
167,105.235,0.33819,0.57296,0.88944,0.79948,0.98854,0.995,0.90016,0.41278,0.67144,0.82467,0.0001783,0.0001783,0.0001783
168,105.672,0.37993,0.54992,0.8845,0.82763,0.98851,0.995,0.89961,0.41245,0.6577,0.82084,0.00017335,0.00017335,0.00017335
169,106.104,0.37726,0.58938,0.8738,0.82763,0.98851,0.995,0.89961,0.41245,0.6577,0.82084,0.0001684,0.0001684,0.0001684
170,106.708,0.37364,0.60771,0.89008,0.82763,0.98851,0.995,0.89961,0.41245,0.6577,0.82084,0.00016345,0.00016345,0.00016345
171,107.243,0.34468,0.59178,0.89344,0.82763,0.98851,0.995,0.89961,0.41245,0.6577,0.82084,0.0001585,0.0001585,0.0001585
172,107.927,0.32405,0.52457,0.86511,0.83038,0.98951,0.995,0.89851,0.41193,0.64056,0.81828,0.00015355,0.00015355,0.00015355
173,108.531,0.34366,0.56055,0.87098,0.83038,0.98951,0.995,0.89851,0.41193,0.64056,0.81828,0.0001486,0.0001486,0.0001486
174,109.175,0.3208,0.55833,0.85434,0.83038,0.98951,0.995,0.89851,0.41193,0.64056,0.81828,0.00014365,0.00014365,0.00014365
175,109.713,0.39065,0.59168,0.90704,0.83038,0.98951,0.995,0.89851,0.41193,0.64056,0.81828,0.0001387,0.0001387,0.0001387
176,110.359,0.32502,0.5536,0.84729,0.82538,0.99177,0.995,0.90107,0.40998,0.63559,0.81477,0.00013375,0.00013375,0.00013375
177,111.071,0.32789,0.53278,0.83502,0.82538,0.99177,0.995,0.90107,0.40998,0.63559,0.81477,0.0001288,0.0001288,0.0001288
178,111.694,0.394,0.56257,0.89917,0.82538,0.99177,0.995,0.90107,0.40998,0.63559,0.81477,0.00012385,0.00012385,0.00012385
179,112.243,0.29512,0.51839,0.82995,0.82538,0.99177,0.995,0.90107,0.40998,0.63559,0.81477,0.0001189,0.0001189,0.0001189
180,112.906,0.33212,0.5266,0.85944,0.82028,0.99376,0.99119,0.89949,0.40259,0.63325,0.81048,0.00011395,0.00011395,0.00011395
181,113.486,0.34033,0.55654,0.87839,0.82028,0.99376,0.99119,0.89949,0.40259,0.63325,0.81048,0.000109,0.000109,0.000109
182,114.174,0.36892,0.54196,0.89234,0.82028,0.99376,0.99119,0.89949,0.40259,0.63325,0.81048,0.00010405,0.00010405,0.00010405
183,114.689,0.3938,0.56077,0.91328,0.82028,0.99376,0.99119,0.89949,0.40259,0.63325,0.81048,9.91e-05,9.91e-05,9.91e-05
184,115.224,0.29822,0.52704,0.83072,0.80909,0.99662,0.98714,0.89908,0.39389,0.6283,0.80753,9.415e-05,9.415e-05,9.415e-05
